age,education_level,years_employed,annual_income,credit_score,dependents,existing_monthly_debt,loan_amount,term_months,interest_rate,monthly_payment,dti_ratio,days_delinquent,defaulted,state_AL,state_AZ,state_CA,state_CO,state_CT,state_FL,state_GA,state_IL,state_IN,state_KY,state_LA,state_MA,state_MD,state_MI,state_MN,state_MO,state_NC,state_NJ,state_NY,state_OH,state_OK,state_OR,state_PA,state_SC,state_TN,state_TX,state_UT,state_VA,state_WA,state_WI,employment_status_Contract,employment_status_Full-Time,employment_status_Part-Time,employment_status_Retired,employment_status_Self-Employed,home_ownership_Mortgage,home_ownership_Own,home_ownership_Rent,loan_purpose_Auto Loan,loan_purpose_Business Loan,loan_purpose_Debt Consolidation,loan_purpose_Education,loan_purpose_Home Improvement,loan_purpose_Major Purchase,loan_purpose_Medical Expenses,loan_purpose_Moving,loan_purpose_Vacation,loan_purpose_Wedding,monthly_income,loan_income_ratio,high_dti,income_per_dependent
62,4,33,67726,625,2,2877,43500.0,12,9.6,3816.25,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5643.833333333333,0.6422939491480377,1,22575.333333333332
52,3,15,78399,700,0,1799,25900.0,36,8.45,817.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6533.25,0.33036135664995725,1,78399.0
51,3,20,62062,788,1,926,19800.0,12,8.23,1724.48,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5171.833333333333,0.31903580290677064,1,31031.0
39,4,16,78303,540,0,1652,28400.0,36,11.71,939.36,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,6525.25,0.3626936388133277,1,78303.0
57,4,28,110018,796,0,2312,8200.0,48,11.25,212.93,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9168.166666666666,0.07453325819411369,0,110018.0
57,4,28,110018,796,0,2312,44800.0,48,9.81,1132.16,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,9168.166666666666,0.40720609354832843,1,110018.0
37,2,11,28195,796,2,530,31800.0,48,9.57,799.98,56.6,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2349.5833333333335,1.1278595495655257,1,9398.333333333334
37,2,11,28195,796,2,530,12900.0,48,9.09,321.57,36.2,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2349.5833333333335,0.4575279304841284,1,9398.333333333334
51,2,20,34974,623,4,1151,27200.0,36,11.88,901.87,70.4,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2914.5,0.7777205924400984,1,6994.8
34,2,9,62875,803,3,1038,15500.0,36,9.64,497.53,29.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5239.583333333333,0.24652087475149106,0,15718.75
45,1,1,41201,670,0,1792,35700.0,60,11.14,778.7,74.9,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3433.4166666666665,0.8664838232081745,1,41201.0
62,4,18,129479,843,1,5748,18400.0,60,8.11,374.06,56.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10789.916666666666,0.14210798662331342,1,64739.5
38,4,15,125137,755,2,1312,36200.0,48,7.99,883.58,21.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10428.083333333334,0.28928294589130316,0,41712.333333333336
58,4,26,75894,820,2,2769,4900.0,60,10.19,104.57,45.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6324.5,0.06456373362848183,1,25298.0
46,3,9,95478,759,2,3342,45400.0,12,11.14,4015.49,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7956.5,0.4755022099331783,1,31826.0
35,3,5,45779,652,0,1050,17200.0,60,13.11,392.32,37.8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3814.9166666666665,0.37571812403066907,1,45779.0
60,3,29,58981,674,3,2181,31400.0,60,10.79,679.43,58.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4915.083333333333,0.5323748325732015,1,14745.25
60,3,29,58981,674,3,2181,10800.0,36,9.32,345.05,51.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4915.083333333333,0.1831098150251776,1,14745.25
62,3,34,53220,588,3,2054,21500.0,48,12.93,576.04,59.3,78,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4435.0,0.40398346486283354,1,13305.0
26,1,2,43345,821,2,1444,9400.0,24,6.99,420.82,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3612.0833333333335,0.216864690275695,1,14448.333333333334
39,3,13,45732,550,0,364,12500.0,48,15.13,348.71,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3811.0,0.27333158401119567,0,45732.0
65,4,2,74897,672,1,2345,10900.0,60,8.84,225.42,41.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6241.416666666667,0.14553319892652578,1,37448.5
65,4,2,74897,672,1,2345,29700.0,12,13.69,2662.35,80.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6241.416666666667,0.396544587900717,1,37448.5
39,1,2,24609,776,1,789,16200.0,36,9.39,518.1,63.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2050.75,0.6582957454589784,1,12304.5
32,2,12,42715,735,0,627,26700.0,60,9.31,558.27,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3559.5833333333335,0.6250731593117171,1,42715.0
29,5,8,120275,550,0,2314,17900.0,36,15.64,626.13,29.3,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10022.916666666666,0.14882560798170857,0,120275.0
53,3,8,53587,811,3,1305,36900.0,60,7.79,744.5,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4465.583333333333,0.6885998469778117,1,13396.75
23,5,2,50328,611,1,680,9100.0,24,12.34,429.81,26.5,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4194.0,0.1808138610713718,0,25164.0
29,3,4,93690,795,1,2273,5100.0,24,11.3,238.41,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7807.5,0.05443483829650977,1,46845.0
52,2,32,25916,831,3,406,18700.0,12,7.86,1625.47,94.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2159.6666666666665,0.7215619694397284,1,6479.0
48,2,9,41743,531,2,1911,13400.0,48,14.78,371.44,65.6,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3478.5833333333335,0.32101190618786385,1,13914.333333333334
48,2,9,41743,531,2,1911,34300.0,12,11.41,3038.05,142.3,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3478.5833333333335,0.8216946553913231,1,13914.333333333334
53,4,24,96156,710,3,4330,34800.0,48,10.54,891.67,65.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8013.0,0.3619118931735929,1,24039.0
37,3,10,90079,562,3,1806,48200.0,12,11.12,4262.69,80.8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7506.583333333333,0.5350858690704826,1,22519.75
64,4,8,67650,553,1,564,14100.0,12,12.06,1253.16,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5637.5,0.20842572062084258,1,33825.0
64,4,8,67650,553,1,564,27000.0,24,12.35,1275.4,32.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5637.5,0.3991130820399113,1,33825.0
50,1,13,22940,598,0,842,10300.0,36,11.29,338.63,61.8,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1911.6666666666667,0.4489973844812554,1,22940.0
38,2,17,59422,698,2,2444,42100.0,60,11.56,927.16,68.1,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4951.833333333333,0.7084918043822154,1,19807.333333333332
53,4,18,60470,850,0,2716,10900.0,12,9.31,954.79,72.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5039.166666666667,0.18025467173805193,1,60470.0
62,4,1,68874,688,0,1315,35200.0,36,9.82,1132.83,42.6,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5739.5,0.511078200772425,1,68874.0
49,1,5,42320,622,3,1269,14400.0,36,10.52,468.17,49.3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3526.6666666666665,0.34026465028355385,1,10580.0
37,3,8,30477,850,0,1148,8000.0,48,6.93,191.31,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2539.75,0.26249302752895626,1,30477.0
40,3,18,68782,711,2,1595,39300.0,12,12.63,3503.35,88.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5731.833333333333,0.5713704166787822,1,22927.333333333332
41,1,12,39408,646,0,1312,40800.0,60,9.25,851.9,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3284.0,1.0353227771010962,1,39408.0
23,5,0,95183,829,1,3982,2200.0,48,6.79,52.47,50.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7931.916666666667,0.023113371085172772,1,47591.5
23,5,0,95183,829,1,3982,43000.0,36,6.59,1319.67,66.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7931.916666666667,0.4517613439374678,1,47591.5
40,4,20,123405,662,2,4221,16300.0,48,13.45,440.94,45.3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10283.75,0.13208540982942343,1,41135.0
64,3,2,46799,850,0,906,18500.0,60,7.03,366.58,32.6,168,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3899.9166666666665,0.395307592042565,1,46799.0
30,1,3,48711,619,3,945,38600.0,48,14.52,1064.9,49.5,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4059.25,0.7924288148467492,1,12177.75
54,4,18,76648,781,3,1815,12200.0,60,9.28,254.91,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6387.333333333333,0.1591691890199353,1,19162.0
26,1,6,31605,728,0,651,17200.0,60,8.1,349.58,38.0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2633.75,0.54421768707483,1,31605.0
38,3,18,83526,674,3,725,10200.0,60,9.09,212.18,13.5,86,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6960.5,0.12211766396092234,0,20881.5
38,3,18,83526,674,3,725,22500.0,48,10.39,574.88,18.7,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6960.5,0.26937719991379927,0,20881.5
36,3,7,55425,697,3,2331,6500.0,24,12.17,306.49,57.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4618.75,0.11727559765448804,1,13856.25
41,3,9,43493,549,0,1789,16200.0,60,12.73,366.36,59.5,154,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3624.4166666666665,0.3724737314050537,1,43493.0
41,3,9,43493,549,0,1789,4000.0,12,14.38,359.86,59.3,151,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3624.4166666666665,0.09196882256914905,1,43493.0
30,3,6,101170,821,0,2170,14400.0,48,8.38,354.12,29.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8430.833333333334,0.14233468419491943,0,101170.0
28,4,0,74343,678,1,3254,39600.0,36,10.79,1292.52,73.4,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6195.25,0.5326661555223761,1,37171.5
45,1,11,41565,850,0,384,23700.0,60,8.37,484.76,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3463.75,0.5701912666907254,0,41565.0
45,1,11,41565,850,0,384,4400.0,48,8.32,108.08,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3463.75,0.10585829423794058,0,41565.0
51,1,3,44910,540,4,1659,17400.0,48,11.22,451.57,56.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3742.5,0.38744154976619904,1,8982.0
35,1,7,29691,635,2,861,4200.0,48,12.38,111.39,39.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2474.25,0.1414570071738911,1,9897.0
39,4,5,65753,663,0,314,6300.0,48,13.3,169.95,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5479.416666666667,0.09581311879305887,0,65753.0
37,3,13,57530,594,0,1314,25400.0,48,10.99,656.35,41.1,79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4794.166666666667,0.4415087780288545,1,57530.0
45,3,1,72744,849,3,1883,6800.0,60,6.15,131.94,33.2,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6062.0,0.09347849994501264,1,18186.0
51,3,27,104309,750,2,2362,12600.0,36,10.52,409.65,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8692.416666666666,0.1207949457860779,1,34769.666666666664
27,2,5,35230,844,1,812,31100.0,60,8.3,635.07,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2935.8333333333335,0.8827703661652001,1,17615.0
60,3,13,47899,812,0,876,10300.0,60,11.2,224.98,27.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3991.5833333333335,0.21503580450531326,0,47899.0
51,3,16,60540,695,2,1448,11900.0,48,12.47,316.13,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5045.0,0.1965642550379914,1,20180.0
27,4,2,62885,725,4,1733,8400.0,36,9.11,267.55,38.2,108,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5240.416666666667,0.13357716466565953,1,12577.0
64,1,3,45819,746,1,388,37900.0,12,12.45,3375.35,98.6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3818.25,0.8271677688295249,1,22909.5
54,2,22,39760,580,0,627,30000.0,12,14.64,2702.66,100.5,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3313.3333333333335,0.7545271629778671,1,39760.0
36,4,0,138216,850,3,2116,14900.0,60,8.55,306.06,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11518.0,0.10780228048851073,0,34554.0
33,2,0,71975,714,2,1501,45700.0,36,12.54,1529.71,50.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5997.916666666667,0.6349426884334839,1,23991.666666666668
31,4,3,37483,796,1,734,25000.0,24,7.43,1124.19,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3123.5833333333335,0.6669690259584344,1,18741.5
68,2,9,34167,551,0,258,32900.0,24,12.42,1555.18,63.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2847.25,0.9629174349518541,1,34167.0
68,2,9,34167,551,0,258,12900.0,60,14.96,306.62,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2847.25,0.37755729212397926,0,34167.0
50,3,6,68802,674,1,604,34300.0,12,9.71,3010.89,63.0,130,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5733.5,0.49853201941804015,1,34401.0
65,3,14,83163,563,0,1054,5700.0,24,12.0,268.32,19.1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6930.25,0.06854009595613433,0,83163.0
65,3,14,83163,563,0,1054,48500.0,60,15.28,1160.95,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6930.25,0.5831920445390378,1,83163.0
35,4,0,79434,596,0,1589,21200.0,60,13.29,485.52,31.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6619.5,0.2668882342573709,1,79434.0
67,2,4,33144,706,0,163,20400.0,36,11.07,668.55,30.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2762.0,0.6154960173787111,1,33144.0
26,4,3,57088,850,0,1010,9200.0,24,8.93,420.0,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4757.333333333333,0.16115470852017938,1,57088.0
26,4,3,57088,850,0,1010,5100.0,36,8.71,161.49,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4757.333333333333,0.08933576233183857,0,57088.0
61,3,6,63686,758,1,474,9100.0,48,10.07,231.11,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5307.166666666667,0.14288854693339195,0,31843.0
